experiment_id,checkpoint_turn,feature,reversal_n,lead_preserved_n,reversal_mean,reversal_median,lead_preserved_mean,lead_preserved_median,standardized_mean_difference,effect_direction,absolute_standardized_difference,absolute_effect_rank
uct-10000-self-play,16,leader_trend_2_usable_support_edges,39,41,-1.461538,-1.0,-0.780488,-1.0,-0.335866,lower_in_reversal,0.335866,13
uct-10000-self-play,16,leader_usable_supply_support_edges,39,41,4.179487,4.0,4.97561,5.0,-0.329005,lower_in_reversal,0.329005,14
uct-10000-self-play,16,S22_leader_relative_state,39,41,0.512821,0.0,0.097561,0.0,0.322462,higher_in_reversal,0.322462,15
uct-10000-self-play,16,leader_secured_supply,39,41,1.205128,1.0,1.463415,2.0,-0.314663,lower_in_reversal,0.314663,16
uct-10000-self-play,16,leader_unsecured_controlled_supply_margin,39,41,0.0,0.0,-0.341463,0.0,0.30905,higher_in_reversal,0.30905,17
uct-10000-self-play,16,leader_primary_important_sites_controlled,39,41,1.717949,2.0,1.487805,2.0,0.305931,higher_in_reversal,0.305931,18
uct-10000-self-play,16,contested_supply_count,39,41,6.282051,6.0,6.731707,7.0,-0.29939,lower_in_reversal,0.29939,19
uct-10000-self-play,16,leader_secured_supply_margin,39,41,-0.153846,0.0,0.170732,0.0,-0.294289,lower_in_reversal,0.294289,20
uct-10000-self-play,16,leader_unsecured_controlled_supply,39,41,1.666667,2.0,1.390244,1.0,0.286869,higher_in_reversal,0.286869,21
uct-10000-self-play,16,opponent_cumulative_objective_placements,39,41,11.512821,11.0,11.02439,11.0,0.283993,higher_in_reversal,0.283993,22
uct-10000-self-play,16,opponent_cumulative_objective_share,39,41,0.479701,0.458333,0.45935,0.458333,0.283993,higher_in_reversal,0.283993,23
uct-10000-self-play,16,opponent_cumulative_supply_placements,39,41,12.487179,13.0,12.97561,13.0,-0.283993,lower_in_reversal,0.283993,24
uct-10000-self-play,16,opponent_cumulative_supply_source_usage,39,41,11.512821,11.0,11.02439,11.0,0.283993,higher_in_reversal,0.283993,25
uct-10000-self-play,16,opponent_objective_pieces,39,41,11.512821,11.0,11.02439,11.0,0.283993,higher_in_reversal,0.283993,26
uct-10000-self-play,16,leader_recent_2_objective_share_margin,39,41,0.102564,0.0,0.02439,0.0,0.27413,higher_in_reversal,0.27413,27
uct-10000-self-play,16,leader_recent_2_supply_source_usage_margin,39,41,0.307692,0.0,0.073171,0.0,0.27413,higher_in_reversal,0.27413,28
uct-10000-self-play,16,leader_trend_2_objective_piece_margin,39,41,0.307692,0.0,0.073171,0.0,0.27413,higher_in_reversal,0.27413,29
uct-10000-self-play,16,leader_trend_2_unsecured_control_margin,39,41,-0.025641,0.0,0.195122,0.0,-0.261919,lower_in_reversal,0.261919,30
uct-10000-self-play,16,opponent_secured_objectives,39,41,2.487179,2.0,2.292683,2.0,0.258282,higher_in_reversal,0.258282,31
uct-10000-self-play,16,opponent_recent_2_objective_placements,39,41,1.692308,2.0,1.902439,2.0,-0.257562,lower_in_reversal,0.257562,32
uct-10000-self-play,16,opponent_recent_2_supply_placements,39,41,1.307692,1.0,1.097561,1.0,0.257562,higher_in_reversal,0.257562,33
uct-10000-self-play,16,leader_cumulative_objective_placements,39,41,11.666667,12.0,11.170732,11.0,0.256112,higher_in_reversal,0.256112,34
uct-10000-self-play,16,leader_cumulative_objective_share,39,41,0.486111,0.5,0.465447,0.458333,0.256112,higher_in_reversal,0.256112,35
uct-10000-self-play,16,leader_cumulative_supply_placements,39,41,12.333333,12.0,12.829268,13.0,-0.256112,lower_in_reversal,0.256112,36
uct-10000-self-play,16,leader_cumulative_supply_source_usage,39,41,11.666667,12.0,11.170732,11.0,0.256112,higher_in_reversal,0.256112,37
uct-10000-self-play,16,leader_objective_pieces,39,41,11.666667,12.0,11.170732,11.0,0.256112,higher_in_reversal,0.256112,38
uct-10000-self-play,16,opponent_recent_4_important_site_usage,39,41,1.769231,2.0,2.121951,2.0,-0.253244,lower_in_reversal,0.253244,39
uct-10000-self-play,16,live_objectives,39,41,10.307692,11.0,10.609756,11.0,-0.247627,lower_in_reversal,0.247627,40
uct-10000-self-play,16,leader_usable_supply_support_edge_margin,39,41,-1.410256,-2.0,-0.707317,-1.0,-0.245415,lower_in_reversal,0.245415,41
uct-10000-self-play,16,opponent_recent_2_important_site_usage,39,41,0.820513,1.0,1.0,1.0,-0.24535,lower_in_reversal,0.24535,42
uct-10000-self-play,16,leader_trend_2_important_control_margin,39,41,-0.153846,0.0,-0.02439,0.0,-0.233125,lower_in_reversal,0.233125,43
uct-10000-self-play,16,leader_primary_important_control_margin,39,41,0.435897,0.0,0.146341,0.0,0.232758,higher_in_reversal,0.232758,44
uct-10000-self-play,16,S21_leader_relative_state,39,41,0.076923,0.0,-0.219512,0.0,0.231591,higher_in_reversal,0.231591,45
uct-10000-self-play,16,leader_recent_4_all_supply_turn_margin,39,41,0.0,0.0,-0.04878,0.0,0.218085,higher_in_reversal,0.218085,46
uct-10000-self-play,16,leader_secured_objectives,39,41,3.205128,3.0,3.097561,3.0,0.179635,higher_in_reversal,0.179635,47
uct-10000-self-play,16,opponent_trend_2_usable_support_edges,39,41,0.102564,0.0,-0.317073,0.0,0.159418,higher_in_reversal,0.159418,48
uct-10000-self-play,16,leader_secured_objective_margin,39,41,0.717949,1.0,0.804878,1.0,-0.144225,lower_in_reversal,0.144225,49
uct-10000-self-play,16,leader_recent_2_important_site_usage_margin,39,41,0.358974,0.0,0.219512,0.0,0.13439,higher_in_reversal,0.13439,50
uct-10000-self-play,16,leader_recent_4_important_site_usage_margin,39,41,0.589744,1.0,0.317073,0.0,0.134136,higher_in_reversal,0.134136,51
uct-10000-self-play,16,leader_trend_4_secured_supply_margin,39,41,-0.205128,0.0,-0.292683,0.0,0.124065,higher_in_reversal,0.124065,52
uct-10000-self-play,16,leader_trend_4_important_control_margin,39,41,-0.025641,0.0,0.073171,0.0,-0.116873,lower_in_reversal,0.116873,53
uct-10000-self-play,16,opponent_advantage_objectives,39,41,1.923077,2.0,2.02439,2.0,-0.115761,lower_in_reversal,0.115761,54
uct-10000-self-play,16,leader_trend_2_secured_objective_margin,39,41,0.487179,1.0,0.414634,0.0,0.089111,higher_in_reversal,0.089111,55
uct-10000-self-play,16,opponent_secured_supply,39,41,1.358974,1.0,1.292683,1.0,0.088807,higher_in_reversal,0.088807,56
uct-10000-self-play,16,leader_trend_4_secured_objective_margin,39,41,0.487179,1.0,0.560976,1.0,-0.084252,lower_in_reversal,0.084252,57
uct-10000-self-play,16,decisive_layer_advantage_objectives,39,41,0.25641,0.0,0.292683,0.0,-0.08028,lower_in_reversal,0.08028,58
uct-10000-self-play,16,leader_trend_4_unsecured_control_margin,39,41,0.153846,0.0,0.243902,0.0,-0.079283,lower_in_reversal,0.079283,59
uct-10000-self-play,16,opponent_primary_important_sites_controlled,39,41,1.282051,1.0,1.341463,1.0,-0.076442,lower_in_reversal,0.076442,60
uct-10000-self-play,16,decisive_layer_secured_objectives,39,41,0.692308,1.0,0.658537,1.0,0.071242,higher_in_reversal,0.071242,61
uct-10000-self-play,16,opponent_trend_4_usable_support_edges,39,41,-1.384615,-1.0,-1.585366,-1.0,0.069479,higher_in_reversal,0.069479,62
uct-10000-self-play,16,leader_advantage_objective_margin,39,41,-0.615385,-1.0,-0.707317,-1.0,0.064651,higher_in_reversal,0.064651,63
uct-10000-self-play,16,opponent_unsecured_controlled_supply,39,41,1.666667,1.0,1.731707,2.0,-0.06241,lower_in_reversal,0.06241,64
uct-10000-self-play,16,leader_recent_4_important_site_usage,39,41,2.358974,3.0,2.439024,2.0,-0.062229,lower_in_reversal,0.062229,65
uct-10000-self-play,16,leader_trend_4_advantage_objective_margin,39,41,-0.487179,-1.0,-0.585366,-1.0,0.056484,higher_in_reversal,0.056484,66
uct-10000-self-play,16,leader_trend_2_advantage_objective_margin,39,41,-0.230769,0.0,-0.146341,0.0,-0.054963,lower_in_reversal,0.054963,67
uct-10000-self-play,16,leader_recent_2_important_site_usage,39,41,1.179487,1.0,1.219512,1.0,-0.052832,lower_in_reversal,0.052832,68
uct-10000-self-play,16,leader_recent_4_supply_allocation_change,39,41,-0.034188,-0.0,-0.01626,-0.0,-0.052619,lower_in_reversal,0.052619,69
uct-10000-self-play,16,opponent_usable_supply_support_edges,39,41,5.589744,6.0,5.682927,5.0,-0.041763,lower_in_reversal,0.041763,70
uct-10000-self-play,16,leader_trend_4_usable_support_edges,39,41,-1.871795,-2.0,-1.97561,-2.0,0.040233,higher_in_reversal,0.040233,71
uct-10000-self-play,16,leader_recent_2_objective_placements,39,41,2.0,2.0,1.97561,2.0,0.032859,higher_in_reversal,0.032859,72
uct-10000-self-play,16,leader_recent_2_supply_placements,39,41,1.0,1.0,1.02439,1.0,-0.032859,lower_in_reversal,0.032859,73
uct-10000-self-play,16,leader_trend_4_support_edge_margin,39,41,-0.487179,-1.0,-0.390244,0.0,-0.027411,lower_in_reversal,0.027411,74
uct-10000-self-play,16,opponent_recent_4_objective_placements,39,41,3.846154,4.0,3.878049,4.0,-0.025772,lower_in_reversal,0.025772,75
uct-10000-self-play,16,opponent_recent_4_supply_placements,39,41,2.153846,2.0,2.121951,2.0,0.025772,higher_in_reversal,0.025772,76
uct-10000-self-play,16,leader_recent_4_objective_placement_margin,39,41,0.051282,0.0,0.02439,0.0,0.025481,higher_in_reversal,0.025481,77
uct-10000-self-play,16,leader_recent_4_objective_share_margin,39,41,0.008547,0.0,0.004065,0.0,0.025481,higher_in_reversal,0.025481,78
uct-10000-self-play,16,leader_recent_4_supply_source_usage_margin,39,41,0.051282,0.0,0.02439,0.0,0.025481,higher_in_reversal,0.025481,79
uct-10000-self-play,16,leader_trend_4_objective_piece_margin,39,41,0.051282,0.0,0.02439,0.0,0.025481,higher_in_reversal,0.025481,80
uct-10000-self-play,16,leader_trend_2_secured_supply_margin,39,41,-0.282051,0.0,-0.268293,0.0,-0.024832,lower_in_reversal,0.024832,81
uct-10000-self-play,16,decisive_layer_objective_pieces,39,41,0.051282,0.0,0.04878,0.0,0.011334,higher_in_reversal,0.011334,82
uct-10000-self-play,16,leader_advantage_objectives,39,41,1.307692,1.0,1.317073,1.0,-0.00982,lower_in_reversal,0.00982,83
uct-10000-self-play,16,leader_recent_2_all_supply_turn_margin,39,41,-0.025641,0.0,-0.02439,0.0,-0.007911,lower_in_reversal,0.007911,84
uct-10000-self-play,16,leader_cumulative_objective_share_margin,39,41,0.00641,0.0,0.006098,0.0,0.007401,higher_in_reversal,0.007401,85
uct-10000-self-play,16,leader_cumulative_supply_source_usage_margin,39,41,0.153846,0.0,0.146341,0.0,0.007401,higher_in_reversal,0.007401,86
uct-10000-self-play,16,leader_objective_piece_margin,39,41,0.153846,0.0,0.146341,0.0,0.007401,higher_in_reversal,0.007401,87
uct-10000-self-play,16,leader_recent_4_objective_placements,39,41,3.897436,4.0,3.902439,4.0,-0.004679,lower_in_reversal,0.004679,88
uct-10000-self-play,16,leader_recent_4_supply_placements,39,41,2.102564,2.0,2.097561,2.0,0.004679,higher_in_reversal,0.004679,89
uct-10000-self-play,20,leader_recent_4_objective_allocation_change_margin,36,45,0.314815,0.333333,0.02963,0.0,0.74023,higher_in_reversal,0.74023,1
uct-10000-self-play,20,leader_recent_4_supply_allocation_change_margin,36,45,-0.314815,-0.333333,-0.02963,0.0,-0.74023,lower_in_reversal,0.74023,2
uct-10000-self-play,20,leader_trend_2_advantage_objective_margin,36,45,-0.611111,-0.5,0.488889,1.0,-0.636699,lower_in_reversal,0.636699,3
uct-10000-self-play,20,leader_trend_2_secured_objective_margin,36,45,0.75,1.0,0.177778,0.0,0.610836,higher_in_reversal,0.610836,4
uct-10000-self-play,20,leader_trend_2_support_edge_margin,36,45,-2.111111,-2.0,-0.688889,0.0,-0.555842,lower_in_reversal,0.555842,5
uct-10000-self-play,20,decisive_layer_objective_pieces,36,45,0.166667,0.0,0.022222,0.0,0.525103,higher_in_reversal,0.525103,6
uct-10000-self-play,20,opponent_trend_2_usable_support_edges,36,45,1.055556,1.0,-0.155556,0.0,0.521669,higher_in_reversal,0.521669,7
uct-10000-self-play,20,leader_primary_important_control_margin,36,45,0.472222,0.5,-0.2,0.0,0.475074,higher_in_reversal,0.475074,8
uct-10000-self-play,20,opponent_recent_4_supply_allocation_change,36,45,0.194444,0.333333,0.044444,-0.0,0.471531,higher_in_reversal,0.471531,9
uct-10000-self-play,20,leader_trend_4_important_control_margin,36,45,0.083333,0.0,-0.266667,0.0,0.471398,higher_in_reversal,0.471398,10
uct-10000-self-play,20,leader_primary_important_sites_controlled,36,45,1.805556,2.0,1.444444,1.0,0.411795,higher_in_reversal,0.411795,11
uct-10000-self-play,20,leader_recent_4_supply_allocation_change,36,45,-0.12037,-0.166667,0.014815,-0.0,-0.388211,lower_in_reversal,0.388211,12
uct-10000-self-play,20,leader_recent_2_objective_share_margin,36,45,0.166667,0.166667,0.059259,0.0,0.384166,higher_in_reversal,0.384166,13
uct-10000-self-play,20,leader_recent_2_supply_source_usage_margin,36,45,0.5,0.5,0.177778,0.0,0.384166,higher_in_reversal,0.384166,14
uct-10000-self-play,20,leader_trend_2_objective_piece_margin,36,45,0.5,0.5,0.177778,0.0,0.384166,higher_in_reversal,0.384166,15
uct-10000-self-play,20,leader_trend_2_unsecured_control_margin,36,45,-0.277778,0.0,0.066667,0.0,-0.38262,lower_in_reversal,0.38262,16
uct-10000-self-play,20,leader_advantage_objective_margin,36,45,-0.638889,-1.0,-0.044444,0.0,-0.369725,lower_in_reversal,0.369725,17
uct-10000-self-play,20,opponent_primary_important_sites_controlled,36,45,1.333333,1.0,1.644444,2.0,-0.368495,lower_in_reversal,0.368495,18
uct-10000-self-play,20,leader_trend_4_usable_support_edges,36,45,-0.722222,-0.5,-1.555556,-2.0,0.355403,higher_in_reversal,0.355403,19
uct-10000-self-play,20,S21_leader_relative_state,36,45,0.277778,0.0,-0.177778,0.0,0.34746,higher_in_reversal,0.34746,20
uct-10000-self-play,20,S22_leader_relative_state,36,45,0.166667,0.0,-0.288889,0.0,0.337136,higher_in_reversal,0.337136,21
uct-10000-self-play,20,opponent_recent_2_important_site_usage,36,45,0.638889,1.0,0.888889,1.0,-0.332167,lower_in_reversal,0.332167,22
uct-10000-self-play,20,leader_trend_4_advantage_objective_margin,36,45,-0.694444,0.0,0.022222,0.0,-0.329107,lower_in_reversal,0.329107,23
uct-10000-self-play,20,leader_usable_supply_support_edges,36,45,3.555556,4.0,4.155556,4.0,-0.32054,lower_in_reversal,0.32054,24
uct-10000-self-play,20,opponent_recent_2_objective_placements,36,45,1.472222,1.5,1.755556,2.0,-0.316568,lower_in_reversal,0.316568,25
uct-10000-self-play,20,opponent_recent_2_supply_placements,36,45,1.527778,1.5,1.244444,1.0,0.316568,higher_in_reversal,0.316568,26
uct-10000-self-play,20,leader_advantage_objectives,36,45,1.444444,1.0,1.822222,2.0,-0.309808,lower_in_reversal,0.309808,27
uct-10000-self-play,20,leader_recent_2_important_site_usage_margin,36,45,0.361111,1.0,0.044444,0.0,0.299668,higher_in_reversal,0.299668,28
uct-10000-self-play,20,leader_unsecured_controlled_supply_margin,36,45,-0.111111,0.0,-0.511111,-1.0,0.299621,higher_in_reversal,0.299621,29
uct-10000-self-play,20,decisive_layer_advantage_objectives,36,45,0.25,0.0,0.377778,0.0,-0.272833,lower_in_reversal,0.272833,30
uct-10000-self-play,20,leader_recent_4_all_objective_turn_margin,36,45,-0.027778,0.0,0.133333,0.0,-0.269792,lower_in_reversal,0.269792,31
uct-10000-self-play,20,opponent_advantage_objectives,36,45,2.083333,2.0,1.866667,2.0,0.244672,higher_in_reversal,0.244672,32
uct-10000-self-play,20,leader_recent_4_all_supply_turn_margin,36,45,0.055556,0.0,-0.044444,0.0,0.239262,higher_in_reversal,0.239262,33
uct-10000-self-play,20,leader_recent_4_objective_placements,36,45,3.583333,4.0,3.911111,4.0,-0.232961,lower_in_reversal,0.232961,34
uct-10000-self-play,20,leader_recent_4_supply_placements,36,45,2.416667,2.0,2.088889,2.0,0.232961,higher_in_reversal,0.232961,35
uct-10000-self-play,20,leader_unsecured_controlled_supply,36,45,1.722222,2.0,1.444444,1.0,0.223223,higher_in_reversal,0.223223,36
uct-10000-self-play,20,leader_trend_4_secured_supply_margin,36,45,-0.055556,0.0,-0.222222,0.0,0.214563,higher_in_reversal,0.214563,37
uct-10000-self-play,20,leader_trend_4_support_edge_margin,36,45,-0.305556,0.0,-0.955556,-1.0,0.211021,higher_in_reversal,0.211021,38
uct-10000-self-play,20,leader_secured_supply_margin,36,45,-0.111111,0.0,0.133333,0.0,-0.21028,lower_in_reversal,0.21028,39
uct-10000-self-play,20,opponent_secured_objectives,36,45,3.694444,4.0,3.533333,4.0,0.200836,higher_in_reversal,0.200836,40
uct-10000-self-play,20,decisive_margin,36,45,1.166667,1.0,1.266667,1.0,-0.199747,lower_in_reversal,0.199747,41
uct-10000-self-play,20,opponent_recent_4_important_site_usage,36,45,1.555556,2.0,1.822222,2.0,-0.199276,lower_in_reversal,0.199276,42
uct-10000-self-play,20,leader_recent_4_objective_placement_margin,36,45,0.055556,0.0,0.266667,0.0,-0.19283,lower_in_reversal,0.19283,43
uct-10000-self-play,20,leader_recent_4_objective_share_margin,36,45,0.009259,0.0,0.044444,0.0,-0.19283,lower_in_reversal,0.19283,44
uct-10000-self-play,20,leader_recent_4_supply_source_usage_margin,36,45,0.055556,0.0,0.266667,0.0,-0.19283,lower_in_reversal,0.19283,45
uct-10000-self-play,20,leader_trend_4_objective_piece_margin,36,45,0.055556,0.0,0.266667,0.0,-0.19283,lower_in_reversal,0.19283,46
uct-10000-self-play,20,leader_recent_4_important_site_usage_margin,36,45,0.5,1.0,0.133333,0.0,0.186855,higher_in_reversal,0.186855,47
uct-10000-self-play,20,S12_leader_relative_state,36,45,-0.083333,0.0,0.155556,0.0,-0.185753,lower_in_reversal,0.185753,48
uct-10000-self-play,20,S13_leader_relative_state,36,45,0.138889,0.0,0.377778,0.0,-0.176401,lower_in_reversal,0.176401,49
uct-10000-self-play,20,live_objectives,36,45,8.027778,8.0,8.288889,8.0,-0.17583,lower_in_reversal,0.17583,50
uct-10000-self-play,20,leader_recent_2_all_objective_turn_margin,36,45,0.166667,0.0,0.088889,0.0,0.169447,higher_in_reversal,0.169447,51
uct-10000-self-play,20,leader_secured_supply,36,45,1.611111,2.0,1.733333,2.0,-0.154631,lower_in_reversal,0.154631,52
uct-10000-self-play,20,leader_usable_supply_support_edge_margin,36,45,-1.027778,-1.0,-0.688889,-1.0,-0.152015,lower_in_reversal,0.152015,53
uct-10000-self-play,20,opponent_secured_supply,36,45,1.722222,2.0,1.6,2.0,0.150615,higher_in_reversal,0.150615,54
uct-10000-self-play,20,leader_secured_objectives,36,45,4.277778,4.0,4.177778,4.0,0.128558,higher_in_reversal,0.128558,55
uct-10000-self-play,20,opponent_usable_supply_support_edges,36,45,4.583333,5.0,4.844444,5.0,-0.124648,lower_in_reversal,0.124648,56
uct-10000-self-play,20,leader_recent_2_all_supply_turn_margin,36,45,-0.083333,0.0,-0.044444,0.0,-0.11745,lower_in_reversal,0.11745,57
uct-10000-self-play,20,leader_cumulative_objective_share_margin,36,45,0.007407,0.0,0.011852,0.0,-0.115911,lower_in_reversal,0.115911,58
uct-10000-self-play,20,leader_cumulative_supply_source_usage_margin,36,45,0.222222,0.0,0.355556,0.0,-0.115911,lower_in_reversal,0.115911,59
uct-10000-self-play,20,leader_objective_piece_margin,36,45,0.222222,0.0,0.355556,0.0,-0.115911,lower_in_reversal,0.115911,60
uct-10000-self-play,20,leader_secured_objective_margin,36,45,0.583333,1.0,0.644444,1.0,-0.113108,lower_in_reversal,0.113108,61
uct-10000-self-play,20,leader_trend_2_important_control_margin,36,45,-0.027778,0.0,-0.088889,0.0,0.109476,higher_in_reversal,0.109476,62
uct-10000-self-play,20,leader_trend_2_usable_support_edges,36,45,-1.055556,-2.0,-0.844444,0.0,-0.106952,lower_in_reversal,0.106952,63
uct-10000-self-play,20,S23_leader_relative_state,36,45,0.027778,0.0,-0.111111,0.0,0.103082,higher_in_reversal,0.103082,64
uct-10000-self-play,20,leader_recent_2_important_site_usage,36,45,1.0,1.0,0.933333,1.0,0.090573,higher_in_reversal,0.090573,65
uct-10000-self-play,20,opponent_unsecured_controlled_supply,36,45,1.833333,2.0,1.955556,2.0,-0.090243,lower_in_reversal,0.090243,66
uct-10000-self-play,20,leader_recent_4_mixed_turn_margin,36,45,-0.027778,0.0,-0.088889,0.0,0.083204,higher_in_reversal,0.083204,67
uct-10000-self-play,20,opponent_recent_4_objective_placements,36,45,3.527778,4.0,3.644444,4.0,-0.08115,lower_in_reversal,0.08115,68
uct-10000-self-play,20,opponent_recent_4_supply_placements,36,45,2.472222,2.0,2.355556,2.0,0.08115,higher_in_reversal,0.08115,69
uct-10000-self-play,20,leader_recent_4_important_site_usage,36,45,2.055556,2.0,1.955556,2.0,0.076272,higher_in_reversal,0.076272,70
uct-10000-self-play,20,opponent_trend_4_usable_support_edges,36,45,-0.416667,-0.5,-0.6,-1.0,0.074567,higher_in_reversal,0.074567,71
uct-10000-self-play,20,leader_recent_2_mixed_turn_margin,36,45,-0.083333,0.0,-0.044444,0.0,-0.066942,lower_in_reversal,0.066942,72
uct-10000-self-play,20,leader_recent_2_objective_placements,36,45,1.972222,2.0,1.933333,2.0,0.044708,higher_in_reversal,0.044708,73
uct-10000-self-play,20,leader_recent_2_supply_placements,36,45,1.027778,1.0,1.066667,1.0,-0.044708,lower_in_reversal,0.044708,74
uct-10000-self-play,20,leader_trend_2_secured_supply_margin,36,45,-0.222222,0.0,-0.244444,0.0,0.041609,higher_in_reversal,0.041609,75
uct-10000-self-play,20,opponent_cumulative_objective_placements,36,45,14.833333,15.0,14.755556,15.0,0.040503,higher_in_reversal,0.040503,76
uct-10000-self-play,20,opponent_cumulative_objective_share,36,45,0.494444,0.5,0.491852,0.5,0.040503,higher_in_reversal,0.040503,77
uct-10000-self-play,20,opponent_cumulative_supply_placements,36,45,15.166667,15.0,15.244444,15.0,-0.040503,lower_in_reversal,0.040503,78
uct-10000-self-play,20,opponent_cumulative_supply_source_usage,36,45,14.833333,15.0,14.755556,15.0,0.040503,higher_in_reversal,0.040503,79
uct-10000-self-play,20,opponent_objective_pieces,36,45,14.833333,15.0,14.755556,15.0,0.040503,higher_in_reversal,0.040503,80
uct-10000-self-play,20,leader_trend_4_unsecured_control_margin,36,45,0.0,0.0,-0.044444,0.0,0.038753,higher_in_reversal,0.038753,81
uct-10000-self-play,20,decisive_layer_secured_objectives,36,45,0.583333,1.0,0.6,1.0,-0.033503,lower_in_reversal,0.033503,82
uct-10000-self-play,20,leader_cumulative_objective_placements,36,45,15.055556,15.0,15.111111,15.0,-0.025941,lower_in_reversal,0.025941,83
uct-10000-self-play,20,leader_cumulative_objective_share,36,45,0.501852,0.5,0.503704,0.5,-0.025941,lower_in_reversal,0.025941,84
uct-10000-self-play,20,leader_cumulative_supply_placements,36,45,14.944444,15.0,14.888889,15.0,0.025941,higher_in_reversal,0.025941,85
uct-10000-self-play,20,leader_cumulative_supply_source_usage,36,45,15.055556,15.0,15.111111,15.0,-0.025941,lower_in_reversal,0.025941,86
uct-10000-self-play,20,leader_objective_pieces,36,45,15.055556,15.0,15.111111,15.0,-0.025941,lower_in_reversal,0.025941,87
uct-10000-self-play,20,leader_trend_4_secured_objective_margin,36,45,0.444444,0.0,0.422222,0.0,0.021071,higher_in_reversal,0.021071,88
uct-10000-self-play,20,contested_supply_count,36,45,7.694444,8.0,7.688889,8.0,0.003381,higher_in_reversal,0.003381,89
uct-100000-self-play,8,opponent_recent_2_important_site_usage,40,40,0.275,0.0,0.725,1.0,-0.780173,lower_in_reversal,0.780173,1
uct-100000-self-play,8,opponent_recent_2_objective_placements,40,40,0.7,1.0,1.3,1.0,-0.758558,lower_in_reversal,0.758558,2
uct-100000-self-play,8,opponent_recent_2_supply_placements,40,40,2.3,2.0,1.7,2.0,0.758558,higher_in_reversal,0.758558,3
uct-100000-self-play,8,opponent_recent_4_objective_placements,40,40,1.05,1.0,1.925,2.0,-0.748211,lower_in_reversal,0.748211,4
uct-100000-self-play,8,opponent_recent_4_supply_placements,40,40,4.95,5.0,4.075,4.0,0.748211,higher_in_reversal,0.748211,5
uct-100000-self-play,8,opponent_trend_2_usable_support_edges,40,40,3.275,4.0,0.475,0.0,0.733712,higher_in_reversal,0.733712,6
uct-100000-self-play,8,opponent_recent_4_important_site_usage,40,40,0.4,0.0,0.975,1.0,-0.714081,lower_in_reversal,0.714081,7
uct-100000-self-play,8,leader_trend_2_unsecured_control_margin,40,40,-0.4,0.0,0.1,0.0,-0.656823,lower_in_reversal,0.656823,8
uct-100000-self-play,8,opponent_trend_4_usable_support_edges,40,40,5.325,4.0,3.2,4.0,0.645555,higher_in_reversal,0.645555,9
uct-100000-self-play,8,leader_cumulative_objective_placements,40,40,2.55,2.0,3.2,3.0,-0.632792,lower_in_reversal,0.632792,10
uct-100000-self-play,8,leader_cumulative_objective_share,40,40,0.2125,0.166667,0.266667,0.25,-0.632792,lower_in_reversal,0.632792,11
uct-100000-self-play,8,leader_cumulative_supply_placements,40,40,9.45,10.0,8.8,9.0,0.632792,higher_in_reversal,0.632792,12
uct-100000-self-play,8,leader_cumulative_supply_source_usage,40,40,2.55,2.0,3.2,3.0,-0.632792,lower_in_reversal,0.632792,13
uct-100000-self-play,8,leader_objective_pieces,40,40,2.55,2.0,3.2,3.0,-0.632792,lower_in_reversal,0.632792,14
uct-100000-self-play,8,leader_recent_2_objective_share_margin,40,40,0.116667,0.0,-0.0,0.0,0.593787,higher_in_reversal,0.593787,15
uct-100000-self-play,8,leader_recent_2_supply_source_usage_margin,40,40,0.35,0.0,0.0,0.0,0.593787,higher_in_reversal,0.593787,16
uct-100000-self-play,8,leader_recent_4_objective_placement_margin,40,40,0.5,0.5,0.15,0.0,0.593787,higher_in_reversal,0.593787,17
uct-100000-self-play,8,leader_recent_4_objective_share_margin,40,40,0.083333,0.083333,0.025,0.0,0.593787,higher_in_reversal,0.593787,18
uct-100000-self-play,8,leader_recent_4_supply_source_usage_margin,40,40,0.5,0.5,0.15,0.0,0.593787,higher_in_reversal,0.593787,19
uct-100000-self-play,8,leader_trend_2_objective_piece_margin,40,40,0.35,0.0,0.0,0.0,0.593787,higher_in_reversal,0.593787,20
uct-100000-self-play,8,leader_trend_4_objective_piece_margin,40,40,0.5,0.5,0.15,0.0,0.593787,higher_in_reversal,0.593787,21
uct-100000-self-play,8,decisive_layer_secured_objectives,40,40,0.275,0.0,0.55,1.0,-0.574456,lower_in_reversal,0.574456,22
uct-100000-self-play,8,leader_secured_objective_margin,40,40,0.275,0.0,0.55,1.0,-0.574456,lower_in_reversal,0.574456,23
uct-100000-self-play,8,leader_trend_4_secured_objective_margin,40,40,0.275,0.0,0.55,1.0,-0.574456,lower_in_reversal,0.574456,24
uct-100000-self-play,8,leader_secured_objectives,40,40,0.35,0.0,0.65,1.0,-0.562331,lower_in_reversal,0.562331,25
uct-100000-self-play,8,leader_trend_2_support_edge_margin,40,40,-1.45,-1.5,-0.075,0.0,-0.552742,lower_in_reversal,0.552742,26
uct-100000-self-play,8,leader_trend_4_support_edge_margin,40,40,-2.05,-2.0,-0.675,0.0,-0.547104,lower_in_reversal,0.547104,27
uct-100000-self-play,8,contested_supply_count,40,40,5.3,5.0,4.75,5.0,0.530309,higher_in_reversal,0.530309,28
uct-100000-self-play,8,leader_recent_4_objective_placements,40,40,1.55,1.0,2.075,2.0,-0.516223,lower_in_reversal,0.516223,29
uct-100000-self-play,8,leader_recent_4_supply_placements,40,40,4.45,5.0,3.925,4.0,0.516223,higher_in_reversal,0.516223,30
