"board","experiment_id","iteration_limit","game_index","turn_number","progress","placement_number","mover","target","target_type","supply_source","region"
"7x7-p72","7x7-seeded-random","-1","1","17","0.354167","2","1","S73","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","1","17","0.354167","3","1","S01","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","1","18","0.375000","1","2","O15","objective","S25","LH"
"7x7-p72","7x7-seeded-random","-1","1","18","0.375000","2","2","S03","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","1","18","0.375000","3","2","O23","objective","S24","MM"
"7x7-p72","7x7-seeded-random","-1","1","19","0.395833","1","1","O62","objective","S73","HM"
"7x7-p72","7x7-seeded-random","-1","1","19","0.395833","2","1","S65","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","1","19","0.395833","3","1","S05","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","1","20","0.416667","1","2","O05","objective","S05","LH"
"7x7-p72","7x7-seeded-random","-1","1","20","0.416667","2","2","S76","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","1","20","0.416667","3","2","O26","objective","S37","MH"
"7x7-p72","7x7-seeded-random","-1","1","21","0.437500","1","1","S66","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","1","21","0.437500","2","1","O65","objective","S65","HH"
"7x7-p72","7x7-seeded-random","-1","1","21","0.437500","3","1","O56","objective","S67","HH"
"7x7-p72","7x7-seeded-random","-1","1","22","0.458333","1","2","S56","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","1","22","0.458333","2","2","S64","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","1","22","0.458333","3","2","S51","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","1","23","0.479167","1","1","O63","objective","S63","HM"
"7x7-p72","7x7-seeded-random","-1","1","23","0.479167","2","1","S73","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","1","23","0.479167","3","1","S04","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","1","24","0.500000","1","2","S30","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","1","24","0.500000","2","2","O13","objective","S13","LM"
"7x7-p72","7x7-seeded-random","-1","1","24","0.500000","3","2","O54","objective","S54","HM"
"7x7-p72","7x7-seeded-random","-1","1","25","0.520833","1","1","O62","objective","S63","HM"
"7x7-p72","7x7-seeded-random","-1","1","25","0.520833","2","1","O66","objective","S67","HH"
"7x7-p72","7x7-seeded-random","-1","1","25","0.520833","3","1","S56","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","1","26","0.541667","1","2","S70","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","1","26","0.541667","2","2","O51","objective","S51","HL"
"7x7-p72","7x7-seeded-random","-1","1","26","0.541667","3","2","O24","objective","S25","MM"
"7x7-p72","7x7-seeded-random","-1","1","27","0.562500","1","1","O35","objective","S45","MH"
"7x7-p72","7x7-seeded-random","-1","1","27","0.562500","2","1","S02","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","1","27","0.562500","3","1","O54","objective","S65","HM"
"7x7-p72","7x7-seeded-random","-1","1","28","0.583333","1","2","S64","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","1","28","0.583333","2","2","O14","objective","S25","LM"
"7x7-p72","7x7-seeded-random","-1","1","28","0.583333","3","2","S61","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","1","29","0.604167","1","1","S44","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","1","29","0.604167","2","1","S60","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","1","29","0.604167","3","1","O63","objective","S63","HM"
"7x7-p72","7x7-seeded-random","-1","1","30","0.625000","1","2","O53","objective","S64","HM"
"7x7-p72","7x7-seeded-random","-1","1","30","0.625000","2","2","O61","objective","S61","HL"
"7x7-p72","7x7-seeded-random","-1","1","30","0.625000","3","2","O30","objective","S30","ML"
"7x7-p72","7x7-seeded-random","-1","1","31","0.645833","1","1","O00","objective","S00","LL"
"7x7-p72","7x7-seeded-random","-1","1","31","0.645833","2","1","O44","objective","S45","MM"
"7x7-p72","7x7-seeded-random","-1","1","31","0.645833","3","1","S02","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","1","32","0.666667","1","2","S63","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","1","32","0.666667","2","2","O13","objective","S13","LM"
"7x7-p72","7x7-seeded-random","-1","1","32","0.666667","3","2","S42","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","1","33","0.687500","1","1","S45","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","1","33","0.687500","2","1","O55","objective","S65","HH"
"7x7-p72","7x7-seeded-random","-1","1","33","0.687500","3","1","O44","objective","S45","MM"
"7x7-p72","7x7-seeded-random","-1","1","34","0.708333","1","2","O50","objective","S61","HL"
"7x7-p72","7x7-seeded-random","-1","1","34","0.708333","2","2","O41","objective","S41","ML"
"7x7-p72","7x7-seeded-random","-1","1","34","0.708333","3","2","S72","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","1","35","0.729167","1","1","S26","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","1","35","0.729167","2","1","O35","objective","S45","MH"
"7x7-p72","7x7-seeded-random","-1","1","35","0.729167","3","1","O46","objective","S56","MH"
"7x7-p72","7x7-seeded-random","-1","1","36","0.750000","1","2","S14","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","1","36","0.750000","2","2","O40","objective","S51","ML"
"7x7-p72","7x7-seeded-random","-1","1","36","0.750000","3","2","S34","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","1","37","0.770833","1","1","O45","objective","S56","MH"
"7x7-p72","7x7-seeded-random","-1","1","37","0.770833","2","1","S36","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","1","37","0.770833","3","1","O55","objective","S65","HH"
"7x7-p72","7x7-seeded-random","-1","1","38","0.791667","1","2","O13","objective","S24","LM"
"7x7-p72","7x7-seeded-random","-1","1","38","0.791667","2","2","S10","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","1","38","0.791667","3","2","O50","objective","S50","HL"
"7x7-p72","7x7-seeded-random","-1","1","39","0.812500","1","1","O01","objective","S02","LL"
"7x7-p72","7x7-seeded-random","-1","1","39","0.812500","2","1","O55","objective","S65","HH"
"7x7-p72","7x7-seeded-random","-1","1","39","0.812500","3","1","S50","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","1","40","0.833333","1","2","O20","objective","S30","ML"
"7x7-p72","7x7-seeded-random","-1","1","40","0.833333","2","2","S72","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","1","40","0.833333","3","2","S44","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","1","41","0.854167","1","1","O01","objective","S02","LL"
"7x7-p72","7x7-seeded-random","-1","1","41","0.854167","2","1","S70","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","1","41","0.854167","3","1","S12","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","1","42","0.875000","1","2","S64","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","1","42","0.875000","2","2","S21","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","1","42","0.875000","3","2","O50","objective","S51","HL"
"7x7-p72","7x7-seeded-random","-1","1","43","0.895833","1","1","S73","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","1","43","0.895833","2","1","O25","objective","S36","MH"
"7x7-p72","7x7-seeded-random","-1","1","43","0.895833","3","1","S31","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","1","44","0.916667","1","2","O61","objective","S72","HL"
"7x7-p72","7x7-seeded-random","-1","1","44","0.916667","2","2","O10","objective","S10","LL"
"7x7-p72","7x7-seeded-random","-1","1","44","0.916667","3","2","S12","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","1","45","0.937500","1","1","S20","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","1","45","0.937500","2","1","S13","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","1","45","0.937500","3","1","O65","objective","S65","HH"
"7x7-p72","7x7-seeded-random","-1","1","46","0.958333","1","2","O24","objective","S24","MM"
"7x7-p72","7x7-seeded-random","-1","1","46","0.958333","2","2","O10","objective","S21","LL"
"7x7-p72","7x7-seeded-random","-1","1","46","0.958333","3","2","S65","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","1","47","0.979167","1","1","O00","objective","S01","LL"
"7x7-p72","7x7-seeded-random","-1","1","47","0.979167","2","1","S26","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","1","47","0.979167","3","1","S35","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","1","48","1.000000","1","2","O64","objective","S64","HM"
"7x7-p72","7x7-seeded-random","-1","1","48","1.000000","2","2","S41","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","1","48","1.000000","3","2","O05","objective","S05","LH"
"7x7-p72","7x7-seeded-random","-1","2","1","0.020833","1","1","S60","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","1","0.020833","2","1","S15","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","1","0.020833","3","1","S72","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","2","0.041667","1","2","S45","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","2","0.041667","2","2","S42","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","2","2","0.041667","3","2","S23","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","3","0.062500","1","1","S22","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","3","0.062500","2","1","S65","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","3","0.062500","3","1","S61","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","4","0.083333","1","2","O41","objective","S42","ML"
"7x7-p72","7x7-seeded-random","-1","2","4","0.083333","2","2","S26","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","4","0.083333","3","2","S04","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","5","0.104167","1","1","S67","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","5","0.104167","2","1","S54","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","2","5","0.104167","3","1","S07","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","6","0.125000","1","2","S72","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","6","0.125000","2","2","O03","objective","S04","LM"
"7x7-p72","7x7-seeded-random","-1","2","6","0.125000","3","2","S44","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","2","7","0.145833","1","1","S60","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","7","0.145833","2","1","O06","objective","S07","LH"
"7x7-p72","7x7-seeded-random","-1","2","7","0.145833","3","1","O56","objective","S67","HH"
"7x7-p72","7x7-seeded-random","-1","2","8","0.166667","1","2","S66","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","8","0.166667","2","2","O32","objective","S42","MM"
"7x7-p72","7x7-seeded-random","-1","2","8","0.166667","3","2","S13","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","9","0.187500","1","1","S25","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","9","0.187500","2","1","S77","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","9","0.187500","3","1","S60","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","10","0.208333","1","2","S26","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","10","0.208333","2","2","O15","objective","S26","LH"
"7x7-p72","7x7-seeded-random","-1","2","10","0.208333","3","2","O03","objective","S13","LM"
"7x7-p72","7x7-seeded-random","-1","2","11","0.229167","1","1","O60","objective","S60","HL"
"7x7-p72","7x7-seeded-random","-1","2","11","0.229167","2","1","S06","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","11","0.229167","3","1","S70","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","12","0.250000","1","2","S40","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","2","12","0.250000","2","2","S47","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","12","0.250000","3","2","S25","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","13","0.270833","1","1","S61","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","13","0.270833","2","1","O60","objective","S61","HL"
"7x7-p72","7x7-seeded-random","-1","2","13","0.270833","3","1","S00","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","14","0.291667","1","2","S40","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","2","14","0.291667","2","2","S12","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","14","0.291667","3","2","S63","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","2","15","0.312500","1","1","O61","objective","S61","HL"
"7x7-p72","7x7-seeded-random","-1","2","15","0.312500","2","1","S45","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","15","0.312500","3","1","S04","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","16","0.333333","1","2","S13","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","16","0.333333","2","2","O12","objective","S13","LM"
"7x7-p72","7x7-seeded-random","-1","2","16","0.333333","3","2","O11","objective","S12","LL"
"7x7-p72","7x7-seeded-random","-1","2","17","0.354167","1","1","O21","objective","S22","ML"
"7x7-p72","7x7-seeded-random","-1","2","17","0.354167","2","1","O61","objective","S61","HL"
"7x7-p72","7x7-seeded-random","-1","2","17","0.354167","3","1","O50","objective","S60","HL"
"7x7-p72","7x7-seeded-random","-1","2","18","0.375000","1","2","O11","objective","S12","LL"
"7x7-p72","7x7-seeded-random","-1","2","18","0.375000","2","2","S33","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","2","18","0.375000","3","2","O53","objective","S63","HM"
"7x7-p72","7x7-seeded-random","-1","2","19","0.395833","1","1","S74","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","2","19","0.395833","2","1","S52","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","19","0.395833","3","1","S16","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","20","0.416667","1","2","S67","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","20","0.416667","2","2","S77","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","20","0.416667","3","2","S40","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","2","21","0.437500","1","1","S36","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","21","0.437500","2","1","O06","objective","S07","LH"
"7x7-p72","7x7-seeded-random","-1","2","21","0.437500","3","1","O22","objective","S22","MM"
"7x7-p72","7x7-seeded-random","-1","2","22","0.458333","1","2","S46","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","22","0.458333","2","2","O03","objective","S13","LM"
"7x7-p72","7x7-seeded-random","-1","2","22","0.458333","3","2","S00","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","23","0.479167","1","1","S51","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","23","0.479167","2","1","S07","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","23","0.479167","3","1","S34","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","2","24","0.500000","1","2","O53","objective","S63","HM"
"7x7-p72","7x7-seeded-random","-1","2","24","0.500000","2","2","O36","objective","S46","MH"
"7x7-p72","7x7-seeded-random","-1","2","24","0.500000","3","2","S34","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","2","25","0.520833","1","1","S63","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","2","25","0.520833","2","1","O12","objective","S22","LM"
"7x7-p72","7x7-seeded-random","-1","2","25","0.520833","3","1","O43","objective","S54","MM"
"7x7-p72","7x7-seeded-random","-1","2","26","0.541667","1","2","S00","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","26","0.541667","2","2","O12","objective","S12","LM"
"7x7-p72","7x7-seeded-random","-1","2","26","0.541667","3","2","O32","objective","S42","MM"
"7x7-p72","7x7-seeded-random","-1","2","27","0.562500","1","1","O50","objective","S51","HL"
"7x7-p72","7x7-seeded-random","-1","2","27","0.562500","2","1","O64","objective","S74","HM"
"7x7-p72","7x7-seeded-random","-1","2","27","0.562500","3","1","S31","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","2","28","0.583333","1","2","O41","objective","S42","ML"
"7x7-p72","7x7-seeded-random","-1","2","28","0.583333","2","2","O33","objective","S44","MM"
"7x7-p72","7x7-seeded-random","-1","2","28","0.583333","3","2","S17","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","29","0.604167","1","1","S22","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","29","0.604167","2","1","O50","objective","S61","HL"
"7x7-p72","7x7-seeded-random","-1","2","29","0.604167","3","1","O04","objective","S15","LM"
"7x7-p72","7x7-seeded-random","-1","2","30","0.625000","1","2","S16","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","30","0.625000","2","2","S47","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","30","0.625000","3","2","S01","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","31","0.645833","1","1","O05","objective","S06","LH"
"7x7-p72","7x7-seeded-random","-1","2","31","0.645833","2","1","S65","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","31","0.645833","3","1","S14","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","32","0.666667","1","2","O33","objective","S44","MM"
"7x7-p72","7x7-seeded-random","-1","2","32","0.666667","2","2","O13","objective","S23","LM"
"7x7-p72","7x7-seeded-random","-1","2","32","0.666667","3","2","O15","objective","S26","LH"
"7x7-p72","7x7-seeded-random","-1","2","33","0.687500","1","1","O26","objective","S36","MH"
"7x7-p72","7x7-seeded-random","-1","2","33","0.687500","2","1","S61","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","33","0.687500","3","1","S10","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","34","0.708333","1","2","S20","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","34","0.708333","2","2","S52","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","34","0.708333","3","2","O02","objective","S12","LM"
"7x7-p72","7x7-seeded-random","-1","2","35","0.729167","1","1","S43","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","2","35","0.729167","2","1","S02","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","35","0.729167","3","1","S27","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","36","0.750000","1","2","O46","objective","S46","MH"
"7x7-p72","7x7-seeded-random","-1","2","36","0.750000","2","2","S51","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","36","0.750000","3","2","S72","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","37","0.770833","1","1","S24","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","37","0.770833","2","1","O02","objective","S02","LM"
"7x7-p72","7x7-seeded-random","-1","2","37","0.770833","3","1","O26","objective","S36","MH"
"7x7-p72","7x7-seeded-random","-1","2","38","0.791667","1","2","S37","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","38","0.791667","2","2","O61","objective","S72","HL"
"7x7-p72","7x7-seeded-random","-1","2","38","0.791667","3","2","S30","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","2","39","0.812500","1","1","O15","objective","S15","LH"
"7x7-p72","7x7-seeded-random","-1","2","39","0.812500","2","1","S02","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","39","0.812500","3","1","O33","objective","S43","MM"
"7x7-p72","7x7-seeded-random","-1","2","40","0.833333","1","2","O30","objective","S40","ML"
"7x7-p72","7x7-seeded-random","-1","2","40","0.833333","2","2","S17","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","40","0.833333","3","2","S13","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","41","0.854167","1","1","S53","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","2","41","0.854167","2","1","S07","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","41","0.854167","3","1","S21","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","42","0.875000","1","2","S47","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","42","0.875000","2","2","S44","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","2","42","0.875000","3","2","S52","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","43","0.895833","1","1","O43","objective","S43","MM"
"7x7-p72","7x7-seeded-random","-1","2","43","0.895833","2","1","S04","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","2","43","0.895833","3","1","S01","supply","","LL"
"7x7-p72","7x7-seeded-random","-1","2","44","0.916667","1","2","O33","objective","S33","MM"
"7x7-p72","7x7-seeded-random","-1","2","44","0.916667","2","2","S34","supply","","MM"
"7x7-p72","7x7-seeded-random","-1","2","44","0.916667","3","2","S35","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","2","45","0.937500","1","1","O02","objective","S02","LM"
"7x7-p72","7x7-seeded-random","-1","2","45","0.937500","2","1","S76","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","45","0.937500","3","1","O44","objective","S54","MM"
"7x7-p72","7x7-seeded-random","-1","2","46","0.958333","1","2","S70","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","46","0.958333","2","2","S65","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","46","0.958333","3","2","O22","objective","S33","MM"
"7x7-p72","7x7-seeded-random","-1","2","47","0.979167","1","1","O04","objective","S14","LM"
"7x7-p72","7x7-seeded-random","-1","2","47","0.979167","2","1","S15","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","2","47","0.979167","3","1","O13","objective","S24","LM"
"7x7-p72","7x7-seeded-random","-1","2","48","1.000000","1","2","S77","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","2","48","1.000000","2","2","S52","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","2","48","1.000000","3","2","S75","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","3","1","0.020833","1","1","S05","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","3","1","0.020833","2","1","S13","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","3","1","0.020833","3","1","S31","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","3","2","0.041667","1","2","S35","supply","","MH"
"7x7-p72","7x7-seeded-random","-1","3","2","0.041667","2","2","S53","supply","","HM"
"7x7-p72","7x7-seeded-random","-1","3","2","0.041667","3","2","S55","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","3","3","0.062500","1","1","S13","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","3","3","0.062500","2","1","S67","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","3","3","0.062500","3","1","S71","supply","","HL"
"7x7-p72","7x7-seeded-random","-1","3","4","0.083333","1","2","S04","supply","","LM"
"7x7-p72","7x7-seeded-random","-1","3","4","0.083333","2","2","S25","supply","","LH"
"7x7-p72","7x7-seeded-random","-1","3","4","0.083333","3","2","S30","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","3","5","0.104167","1","1","O60","objective","S71","HL"
"7x7-p72","7x7-seeded-random","-1","3","5","0.104167","2","1","S67","supply","","HH"
"7x7-p72","7x7-seeded-random","-1","3","5","0.104167","3","1","S31","supply","","ML"
"7x7-p72","7x7-seeded-random","-1","3","6","0.125000","1","2","S13","supply","","LM"
