"board","experiment_id","game_index","checkpoint","turn_number","cumulative_placements","supply_share","secured_supply","secured_objectives","recent_normalized_entropy","recent_largest_region_share","recent_hhi","recent_region_coverage"
"6x6","6x6-uct-0100","20","0.75","36","108","0.564815","0","4","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","20","0.9","44","132","0.522727","1","9","0.773149","0.416667","0.236111","0.777778"
"6x6","6x6-uct-0100","21","0.25","12","36","0.777778","0","0","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","21","0.5","24","72","0.666667","2","1","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0100","21","0.75","36","108","0.620370","5","5","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","21","0.9","44","132","0.583333","8","10","0.598197","0.500000","0.333333","0.555556"
"6x6","6x6-uct-0100","22","0.25","12","36","0.777778","1","0","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0100","22","0.5","24","72","0.680556","1","2","0.545620","0.500000","0.347222","0.444444"
"6x6","6x6-uct-0100","22","0.75","36","108","0.666667","3","4","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0100","22","0.9","44","132","0.636364","6","4","0.723197","0.500000","0.291667","0.777778"
"6x6","6x6-uct-0100","23","0.25","12","36","0.833333","0","0","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","23","0.5","24","72","0.763889","2","1","0.973197","0.166667","0.125000","1.000000"
"6x6","6x6-uct-0100","23","0.75","36","108","0.611111","3","5","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","23","0.9","44","132","0.560606","4","10","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","24","0.25","12","36","0.750000","0","0","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","24","0.5","24","72","0.694444","2","0","0.585310","0.333333","0.291667","0.444444"
"6x6","6x6-uct-0100","24","0.75","36","108","0.648148","2","3","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0100","24","0.9","44","132","0.598485","4","10","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0100","25","0.25","12","36","0.694444","1","0","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0100","25","0.5","24","72","0.652778","2","1","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","25","0.75","36","108","0.555556","4","4","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","25","0.9","44","132","0.515152","4","9","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","26","0.25","12","36","0.861111","0","0","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","26","0.5","24","72","0.666667","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","26","0.75","36","108","0.629630","2","4","0.755930","0.250000","0.208333","0.666667"
"6x6","6x6-uct-0100","26","0.9","44","132","0.606061","4","6","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","27","0.25","12","36","0.833333","1","0","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0100","27","0.5","24","72","0.708333","4","0","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","27","0.75","36","108","0.657407","7","1","0.723197","0.250000","0.208333","0.555556"
"6x6","6x6-uct-0100","27","0.9","44","132","0.628788","8","6","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0100","28","0.25","12","36","0.750000","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","28","0.5","24","72","0.708333","1","1","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","28","0.75","36","108","0.629630","3","5","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0100","28","0.9","44","132","0.568182","5","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","29","0.25","12","36","0.833333","0","1","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","29","0.5","24","72","0.694444","2","4","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","29","0.75","36","108","0.638889","3","4","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0100","29","0.9","44","132","0.613636","5","10","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0100","30","0.25","12","36","0.666667","0","0","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0100","30","0.5","24","72","0.583333","1","4","0.953352","0.250000","0.138889","1.000000"
"6x6","6x6-uct-0100","30","0.75","36","108","0.564815","1","9","0.880930","0.250000","0.166667","0.888889"
"6x6","6x6-uct-0100","30","0.9","44","132","0.553030","2","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","31","0.25","12","36","0.805556","0","0","0.562840","0.416667","0.319444","0.444444"
"6x6","6x6-uct-0100","31","0.5","24","72","0.708333","2","2","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","31","0.75","36","108","0.629630","2","4","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","31","0.9","44","132","0.590909","4","11","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0100","32","0.25","12","36","0.833333","0","0","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","32","0.5","24","72","0.666667","1","2","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","32","0.75","36","108","0.629630","2","5","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0100","32","0.9","44","132","0.590909","4","9","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","33","0.25","12","36","0.750000","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","33","0.5","24","72","0.611111","1","3","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0100","33","0.75","36","108","0.555556","2","8","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0100","33","0.9","44","132","0.515152","5","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","34","0.25","12","36","0.777778","0","0","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","34","0.5","24","72","0.666667","1","1","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","34","0.75","36","108","0.657407","3","4","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","34","0.9","44","132","0.628788","3","8","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","35","0.25","12","36","0.750000","1","0","0.880930","0.250000","0.166667","0.888889"
"6x6","6x6-uct-0100","35","0.5","24","72","0.611111","1","2","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","35","0.75","36","108","0.546296","1","6","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","35","0.9","44","132","0.522727","3","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0100","36","0.25","12","36","0.750000","0","1","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0100","36","0.5","24","72","0.694444","0","2","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","36","0.75","36","108","0.601852","2","5","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","36","0.9","44","132","0.575758","3","11","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0100","37","0.25","12","36","0.777778","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","37","0.5","24","72","0.638889","0","1","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","37","0.75","36","108","0.583333","1","4","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","37","0.9","44","132","0.545455","3","9","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","38","0.25","12","36","0.722222","0","0","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0100","38","0.5","24","72","0.652778","1","1","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","38","0.75","36","108","0.601852","1","4","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","38","0.9","44","132","0.575758","5","10","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","39","0.25","12","36","0.777778","1","0","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","39","0.5","24","72","0.680556","1","2","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","39","0.75","36","108","0.583333","2","5","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","39","0.9","44","132","0.575758","3","11","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0100","40","0.25","12","36","0.722222","0","1","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0100","40","0.5","24","72","0.652778","0","3","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","40","0.75","36","108","0.620370","1","5","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","40","0.9","44","132","0.560606","1","13","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","41","0.25","12","36","0.916667","1","0","0.773149","0.416667","0.236111","0.777778"
"6x6","6x6-uct-0100","41","0.5","24","72","0.680556","3","0","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","41","0.75","36","108","0.601852","3","6","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","41","0.9","44","132","0.583333","4","9","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","42","0.25","12","36","0.861111","0","0","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","42","0.5","24","72","0.750000","1","0","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","42","0.75","36","108","0.638889","2","3","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","42","0.9","44","132","0.575758","2","11","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0100","43","0.25","12","36","0.722222","0","0","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","43","0.5","24","72","0.694444","0","1","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0100","43","0.75","36","108","0.657407","3","3","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0100","43","0.9","44","132","0.651515","4","7","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","44","0.25","12","36","0.777778","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","44","0.5","24","72","0.638889","2","3","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","44","0.75","36","108","0.583333","2","6","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0100","44","0.9","44","132","0.560606","2","10","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","45","0.25","12","36","0.777778","0","0","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0100","45","0.5","24","72","0.652778","0","2","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0100","45","0.75","36","108","0.592593","0","5","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","45","0.9","44","132","0.560606","2","11","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","46","0.25","12","36","0.750000","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","46","0.5","24","72","0.611111","0","1","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","46","0.75","36","108","0.592593","1","4","0.973197","0.166667","0.125000","1.000000"
"6x6","6x6-uct-0100","46","0.9","44","132","0.560606","2","10","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","47","0.25","12","36","0.750000","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","47","0.5","24","72","0.652778","1","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","47","0.75","36","108","0.601852","2","2","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","47","0.9","44","132","0.568182","3","9","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0100","48","0.25","12","36","0.666667","0","0","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0100","48","0.5","24","72","0.597222","0","2","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0100","48","0.75","36","108","0.555556","0","5","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0100","48","0.9","44","132","0.545455","0","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","49","0.25","12","36","0.833333","0","0","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0100","49","0.5","24","72","0.583333","1","4","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","49","0.75","36","108","0.555556","1","8","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","49","0.9","44","132","0.530303","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","50","0.25","12","36","0.666667","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0100","50","0.5","24","72","0.597222","1","0","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0100","50","0.75","36","108","0.611111","3","3","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0100","50","0.9","44","132","0.575758","3","11","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","1","0.25","12","36","0.777778","0","0","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","1","0.5","24","72","0.652778","3","4","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","1","0.75","36","108","0.527778","5","13","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","1","0.9","44","132","0.484848","5","18","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","2","0.25","12","36","0.611111","0","0","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","2","0.5","24","72","0.513889","0","4","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","2","0.75","36","108","0.453704","0","13","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","2","0.9","44","132","0.454545","3","19","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","0.25","12","36","0.833333","0","0","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","3","0.5","24","72","0.652778","2","1","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","0.75","36","108","0.564815","3","7","0.773149","0.416667","0.236111","0.777778"
"6x6","6x6-uct-0500","3","0.9","44","132","0.484848","3","17","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","4","0.25","12","36","0.750000","0","0","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","4","0.5","24","72","0.638889","0","2","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","4","0.75","36","108","0.518519","1","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","4","0.9","44","132","0.431818","1","20","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","5","0.25","12","36","0.666667","0","0","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","5","0.5","24","72","0.569444","0","5","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","5","0.75","36","108","0.444444","0","13","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","5","0.9","44","132","0.409091","0","22","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","0.25","12","36","0.722222","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","0.5","24","72","0.597222","1","2","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","0.75","36","108","0.509259","2","9","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","6","0.9","44","132","0.446970","2","19","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","7","0.25","12","36","0.638889","0","0","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","7","0.5","24","72","0.527778","0","4","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","7","0.75","36","108","0.500000","1","13","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","7","0.9","44","132","0.462121","1","20","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","8","0.25","12","36","0.750000","1","0","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","8","0.5","24","72","0.583333","2","5","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","8","0.75","36","108","0.500000","3","14","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","8","0.9","44","132","0.416667","3","22","0.755930","0.250000","0.208333","0.666667"
"6x6","6x6-uct-0500","9","0.25","12","36","0.666667","0","1","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","9","0.5","24","72","0.541667","0","5","0.953352","0.250000","0.138889","1.000000"
"6x6","6x6-uct-0500","9","0.75","36","108","0.481481","0","13","0.670620","0.333333","0.250000","0.555556"
"6x6","6x6-uct-0500","9","0.9","44","132","0.500000","3","17","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","10","0.25","12","36","0.750000","1","0","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","10","0.5","24","72","0.625000","1","4","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","10","0.75","36","108","0.555556","2","8","0.703352","0.250000","0.222222","0.555556"
"6x6","6x6-uct-0500","10","0.9","44","132","0.522727","3","16","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","11","0.25","12","36","0.694444","0","1","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","11","0.5","24","72","0.569444","1","4","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","11","0.75","36","108","0.500000","1","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","11","0.9","44","132","0.431818","1","19","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","12","0.25","12","36","0.666667","0","0","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","12","0.5","24","72","0.555556","1","5","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","12","0.75","36","108","0.490741","2","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","12","0.9","44","132","0.462121","2","18","0.648149","0.416667","0.277778","0.555556"
"6x6","6x6-uct-0500","13","0.25","12","36","0.750000","0","0","0.773149","0.416667","0.236111","0.777778"
"6x6","6x6-uct-0500","13","0.5","24","72","0.611111","0","4","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","13","0.75","36","108","0.527778","1","10","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","13","0.9","44","132","0.500000","2","19","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","14","0.25","12","36","0.750000","0","0","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","14","0.5","24","72","0.694444","0","2","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","14","0.75","36","108","0.592593","0","7","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","14","0.9","44","132","0.530303","1","17","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","15","0.25","12","36","0.722222","0","0","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","15","0.5","24","72","0.597222","1","1","0.703352","0.250000","0.222222","0.555556"
"6x6","6x6-uct-0500","15","0.75","36","108","0.537037","2","9","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0500","15","0.9","44","132","0.484848","6","17","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","16","0.25","12","36","0.722222","0","0","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","16","0.5","24","72","0.541667","0","3","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","16","0.75","36","108","0.481481","1","13","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","16","0.9","44","132","0.424242","1","21","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0500","17","0.25","12","36","0.750000","0","0","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","17","0.5","24","72","0.555556","1","2","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","17","0.75","36","108","0.546296","3","7","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","17","0.9","44","132","0.500000","5","15","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","18","0.25","12","36","0.694444","0","1","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","18","0.5","24","72","0.597222","1","3","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","18","0.75","36","108","0.555556","3","9","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","18","0.9","44","132","0.500000","3","17","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","19","0.25","12","36","0.638889","0","1","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","19","0.5","24","72","0.486111","0","5","0.973197","0.166667","0.125000","1.000000"
"6x6","6x6-uct-0500","19","0.75","36","108","0.490741","1","11","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","19","0.9","44","132","0.446970","1","19","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","20","0.25","12","36","0.722222","0","1","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0500","20","0.5","24","72","0.597222","1","4","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","20","0.75","36","108","0.481481","3","13","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","20","0.9","44","132","0.431818","4","22","0.723197","0.250000","0.208333","0.555556"
"4x4","seeded-random-self-play","1","0.25","6","18","0.777778","0","0","0.900775","0.250000","0.152778","0.888889"
"4x4","seeded-random-self-play","1","0.5","12","36","0.805556","0","0","0.755930","0.250000","0.208333","0.666667"
"4x4","seeded-random-self-play","1","0.75","18","54","0.740741","3","2","0.795620","0.333333","0.208333","0.777778"
"4x4","seeded-random-self-play","1","0.9","22","66","0.681818","5","2","0.920620","0.166667","0.138889","0.888889"
"4x4","seeded-random-self-play","2","0.25","6","18","0.888889","0","0","0.880930","0.250000","0.166667","0.888889"
"4x4","seeded-random-self-play","2","0.5","12","36","0.777778","0","0","0.920620","0.166667","0.138889","0.888889"
"4x4","seeded-random-self-play","2","0.75","18","54","0.666667","1","0","0.848197","0.250000","0.166667","0.777778"
"4x4","seeded-random-self-play","2","0.9","22","66","0.621212","3","0","0.920620","0.166667","0.138889","0.888889"
"4x4","seeded-random-self-play","3","0.25","6","18","0.888889","0","0","0.775775","0.250000","0.194444","0.666667"
"4x4","seeded-random-self-play","3","0.5","12","36","0.777778","0","0","0.920620","0.166667","0.138889","0.888889"
"4x4","seeded-random-self-play","3","0.75","18","54","0.740741","1","1","0.773149","0.416667","0.236111","0.777778"
"4x4","seeded-random-self-play","3","0.9","22","66","0.696970","2","2","0.900775","0.250000","0.152778","0.888889"
"4x4","seeded-random-self-play","4","0.25","6","18","0.777778","0","0","0.848197","0.250000","0.166667","0.777778"
"4x4","seeded-random-self-play","4","0.5","12","36","0.638889","1","1","0.762887","0.333333","0.208333","0.666667"
"4x4","seeded-random-self-play","4","0.75","18","54","0.592593","1","3","0.670620","0.500000","0.305556","0.666667"
"4x4","seeded-random-self-play","4","0.9","22","66","0.575758","1","4","0.973197","0.166667","0.125000","1.000000"
"4x4","seeded-random-self-play","5","0.25","6","18","0.777778","0","0","0.743042","0.333333","0.222222","0.666667"
"4x4","seeded-random-self-play","5","0.5","12","36","0.694444","0","0","0.828352","0.250000","0.180556","0.777778"
"4x4","seeded-random-self-play","5","0.75","18","54","0.648148","0","2","0.667994","0.416667","0.263889","0.555556"
"4x4","seeded-random-self-play","5","0.9","22","66","0.651515","0","2","0.828352","0.250000","0.180556","0.777778"
"4x4","seeded-random-self-play","6","0.25","6","18","0.777778","1","0","0.848197","0.250000","0.166667","0.777778"
"4x4","seeded-random-self-play","6","0.5","12","36","0.722222","2","0","0.828352","0.250000","0.180556","0.777778"
"4x4","seeded-random-self-play","6","0.75","18","54","0.685185","2","1","0.755930","0.250000","0.208333","0.666667"
"4x4","seeded-random-self-play","6","0.9","22","66","0.696970","3","1","0.743042","0.333333","0.222222","0.666667"
"4x4","seeded-random-self-play","7","0.25","6","18","1.000000","0","0","0.900775","0.250000","0.152778","0.888889"
"4x4","seeded-random-self-play","7","0.5","12","36","0.833333","1","0","0.900775","0.250000","0.152778","0.888889"
"4x4","seeded-random-self-play","7","0.75","18","54","0.777778","3","0","0.920620","0.166667","0.138889","0.888889"
"4x4","seeded-random-self-play","7","0.9","22","66","0.696970","3","2","0.900775","0.250000","0.152778","0.888889"
"4x4","seeded-random-self-play","8","0.25","6","18","0.888889","0","0","0.900775","0.250000","0.152778","0.888889"
"4x4","seeded-random-self-play","8","0.5","12","36","0.833333","2","0","0.848197","0.250000","0.166667","0.777778"
"4x4","seeded-random-self-play","8","0.75","18","54","0.814815","3","0","0.848197","0.250000","0.166667","0.777778"
"4x4","seeded-random-self-play","8","0.9","22","66","0.757576","6","0","0.775775","0.250000","0.194444","0.666667"
"4x4","seeded-random-self-play","9","0.25","6","18","0.888889","0","0","0.868042","0.166667","0.152778","0.777778"
"4x4","seeded-random-self-play","9","0.5","12","36","0.750000","0","0","0.920620","0.166667","0.138889","0.888889"
"4x4","seeded-random-self-play","9","0.75","18","54","0.722222","1","1","0.868042","0.333333","0.180556","0.888889"
"4x4","seeded-random-self-play","9","0.9","22","66","0.666667","1","1","0.848197","0.250000","0.166667","0.777778"
"4x4","seeded-random-self-play","10","0.25","6","18","0.722222","0","0","0.795620","0.250000","0.180556","0.666667"
"4x4","seeded-random-self-play","10","0.5","12","36","0.722222","0","0","0.762887","0.333333","0.208333","0.666667"
"4x4","seeded-random-self-play","10","0.75","18","54","0.629630","1","1","0.920620","0.166667","0.138889","0.888889"
"4x4","seeded-random-self-play","10","0.9","22","66","0.636364","2","1","0.648149","0.416667","0.277778","0.555556"
"4x4","seeded-random-self-play","11","0.25","6","18","0.722222","0","0","0.815465","0.333333","0.194444","0.777778"
"4x4","seeded-random-self-play","11","0.5","12","36","0.694444","1","1","0.900775","0.250000","0.152778","0.888889"
"4x4","seeded-random-self-play","11","0.75","18","54","0.629630","2","2","0.775775","0.250000","0.194444","0.666667"
"4x4","seeded-random-self-play","11","0.9","22","66","0.651515","3","3","0.900775","0.250000","0.152778","0.888889"
"4x4","seeded-random-self-play","12","0.25","6","18","0.944444","0","0","0.848197","0.250000","0.166667","0.777778"
"4x4","seeded-random-self-play","12","0.5","12","36","0.722222","1","1","0.795620","0.333333","0.208333","0.777778"
"4x4","seeded-random-self-play","12","0.75","18","54","0.648148","4","1","0.743042","0.333333","0.222222","0.666667"
"4x4","seeded-random-self-play","12","0.9","22","66","0.575758","4","3","0.795620","0.250000","0.180556","0.666667"
"4x4","seeded-random-self-play","13","0.25","6","18","1.000000","0","0","0.773149","0.416667","0.236111","0.777778"
"4x4","seeded-random-self-play","13","0.5","12","36","0.805556","1","0","0.848197","0.250000","0.166667","0.777778"
