"board","experiment_id","search_level","game_index","switch_index","switch_turn","from_region","to_region","unresolved_carryover","carryover_duration","later_revisited","revisit_turn","revisit_lag"
"7x7-p72","7x7-seeded-random","seeded-random","1","1","26","HH","HL","true","3","true","33","7"
"7x7-p72","7x7-seeded-random","seeded-random","1","2","35","HL","MH","true","13","true","38","3"
"7x7-p72","7x7-seeded-random","seeded-random","2","1","11","LH","HL","true","5","true","12","1"
"7x7-p72","7x7-seeded-random","seeded-random","2","2","17","LM","HL","true","3","true","22","5"
"7x7-p72","7x7-seeded-random","seeded-random","2","3","37","HL","LM","true","12","true","38","1"
"7x7-p72","7x7-seeded-random","seeded-random","2","4","48","LM","HH","true","1","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","3","1","41","HL","HM","true","3","true","46","5"
"7x7-p72","7x7-seeded-random","seeded-random","4","1","5","LH","LL","true","7","true","8","3"
"7x7-p72","7x7-seeded-random","seeded-random","4","2","13","MM","LL","true","5","true","14","1"
"7x7-p72","7x7-seeded-random","seeded-random","4","3","32","LL","MH","true","15","true","34","2"
"7x7-p72","7x7-seeded-random","seeded-random","4","4","39","LH","LM","true","10","true","42","3"
"7x7-p72","7x7-seeded-random","seeded-random","4","5","40","LM","MM","true","3","true","45","5"
"7x7-p72","7x7-seeded-random","seeded-random","5","1","11","HM","LM","true","3","true","15","4"
"7x7-p72","7x7-seeded-random","seeded-random","5","2","14","LH","MM","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","5","3","36","LH","MH","true","4","true","43","7"
"7x7-p72","7x7-seeded-random","seeded-random","6","1","14","LH","ML","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","6","2","42","HL","MM","true","7","true","44","2"
"7x7-p72","7x7-seeded-random","seeded-random","6","3","44","MM","HM","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","6","4","45","HM","MH","true","4","true","46","1"
"7x7-p72","7x7-seeded-random","seeded-random","6","5","46","MH","HL","true","3","true","47","1"
"7x7-p72","7x7-seeded-random","seeded-random","7","1","18","MM","HM","true","8","true","21","3"
"7x7-p72","7x7-seeded-random","seeded-random","7","2","44","MM","HM","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","7","3","45","HM","MH","true","4","true","46","1"
"7x7-p72","7x7-seeded-random","seeded-random","8","1","48","HH","HL","true","1","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","9","1","11","MH","HL","true","3","true","18","7"
"7x7-p72","7x7-seeded-random","seeded-random","9","2","14","HM","HL","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","9","3","15","HL","HH","true","13","true","16","1"
"7x7-p72","7x7-seeded-random","seeded-random","9","4","24","LL","MH","true","20","true","27","3"
"7x7-p72","7x7-seeded-random","seeded-random","9","5","25","MH","MM","true","7","true","28","3"
"7x7-p72","7x7-seeded-random","seeded-random","9","6","26","MM","LH","true","3","true","30","4"
"7x7-p72","7x7-seeded-random","seeded-random","9","7","39","HH","MH","true","10","true","40","1"
"7x7-p72","7x7-seeded-random","seeded-random","10","1","5","LL","LH","true","12","true","8","3"
"7x7-p72","7x7-seeded-random","seeded-random","10","2","22","LH","ML","true","4","true","28","6"
"7x7-p72","7x7-seeded-random","seeded-random","10","3","31","MM","LL","true","11","true","32","1"
"7x7-p72","7x7-seeded-random","seeded-random","10","4","41","ML","MH","true","8","true","43","2"
"7x7-p72","7x7-seeded-random","seeded-random","11","1","9","LH","LL","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","11","2","43","LL","HL","true","6","true","45","2"
"7x7-p72","7x7-seeded-random","seeded-random","11","3","44","HL","MH","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","11","4","48","MM","ML","true","1","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","12","1","17","LM","ML","true","17","true","20","3"
"7x7-p72","7x7-seeded-random","seeded-random","12","2","18","ML","LL","true","8","true","19","1"
"7x7-p72","7x7-seeded-random","seeded-random","12","3","26","HL","HM","true","7","true","27","1"
"7x7-p72","7x7-seeded-random","seeded-random","12","4","27","HM","HL","true","3","true","38","11"
"7x7-p72","7x7-seeded-random","seeded-random","13","1","28","LL","HM","true","3","true","34","6"
"7x7-p72","7x7-seeded-random","seeded-random","14","1","12","HH","LL","true","14","true","14","2"
"7x7-p72","7x7-seeded-random","seeded-random","15","1","7","HH","LM","false","0","true","9","2"
"7x7-p72","7x7-seeded-random","seeded-random","15","2","21","LL","HH","true","3","true","28","7"
"7x7-p72","7x7-seeded-random","seeded-random","15","3","43","MH","LL","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","16","1","2","HH","LL","false","0","true","6","4"
"7x7-p72","7x7-seeded-random","seeded-random","16","2","39","MM","LH","true","10","true","40","1"
"7x7-p72","7x7-seeded-random","seeded-random","16","3","40","LH","ML","true","9","true","41","1"
"7x7-p72","7x7-seeded-random","seeded-random","16","4","41","ML","LH","true","8","true","42","1"
"7x7-p72","7x7-seeded-random","seeded-random","17","1","3","HH","LM","false","0","true","5","2"
"7x7-p72","7x7-seeded-random","seeded-random","17","2","7","HH","HL","true","3","true","12","5"
"7x7-p72","7x7-seeded-random","seeded-random","17","3","16","HH","MH","true","5","true","17","1"
"7x7-p72","7x7-seeded-random","seeded-random","17","4","17","MH","HL","true","5","true","18","1"
"7x7-p72","7x7-seeded-random","seeded-random","17","5","40","HH","HL","true","3","true","44","4"
"7x7-p72","7x7-seeded-random","seeded-random","18","1","15","MM","LM","true","10","true","16","1"
"7x7-p72","7x7-seeded-random","seeded-random","19","1","2","LM","HL","true","7","true","3","1"
"7x7-p72","7x7-seeded-random","seeded-random","19","2","7","LL","HH","true","3","true","13","6"
"7x7-p72","7x7-seeded-random","seeded-random","19","3","12","HH","LH","true","12","true","14","2"
"7x7-p72","7x7-seeded-random","seeded-random","19","4","39","ML","HM","true","5","true","40","1"
"7x7-p72","7x7-seeded-random","seeded-random","20","1","8","ML","HH","true","13","true","11","3"
"7x7-p72","7x7-seeded-random","seeded-random","20","2","9","HH","LM","true","3","true","13","4"
"7x7-p72","7x7-seeded-random","seeded-random","20","3","12","ML","LH","true","9","true","14","2"
"7x7-p72","7x7-seeded-random","seeded-random","20","4","23","HM","ML","true","3","true","35","12"
"7x7-p72","7x7-seeded-random","seeded-random","20","5","24","ML","LH","true","3","true","29","5"
"7x7-p72","7x7-seeded-random","seeded-random","20","6","25","LH","HH","true","22","true","27","2"
"7x7-p72","7x7-seeded-random","seeded-random","20","7","26","HH","HL","true","19","true","27","1"
"7x7-p72","7x7-seeded-random","seeded-random","20","8","41","HM","ML","true","3","true","46","5"
"7x7-p72","7x7-seeded-random","seeded-random","20","9","42","ML","LL","true","7","true","43","1"
"7x7-p72","7x7-seeded-random","seeded-random","21","1","7","HL","MH","true","5","true","8","1"
"7x7-p72","7x7-seeded-random","seeded-random","21","2","17","HL","LL","true","3","true","21","4"
"7x7-p72","7x7-seeded-random","seeded-random","21","3","18","LL","MM","true","14","true","19","1"
"7x7-p72","7x7-seeded-random","seeded-random","21","4","27","HM","HL","false","0","true","46","19"
"7x7-p72","7x7-seeded-random","seeded-random","21","5","34","MH","ML","true","15","true","35","1"
"7x7-p72","7x7-seeded-random","seeded-random","21","6","35","ML","MH","true","14","true","38","3"
"7x7-p72","7x7-seeded-random","seeded-random","21","7","40","MH","HH","true","9","true","43","3"
"7x7-p72","7x7-seeded-random","seeded-random","22","1","7","ML","MH","true","7","true","8","1"
"7x7-p72","7x7-seeded-random","seeded-random","23","1","2","LL","ML","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","23","2","4","ML","MH","true","3","true","11","7"
"7x7-p72","7x7-seeded-random","seeded-random","23","3","32","HH","ML","true","13","true","35","3"
"7x7-p72","7x7-seeded-random","seeded-random","23","4","33","ML","LL","true","5","true","34","1"
"7x7-p72","7x7-seeded-random","seeded-random","23","5","34","LL","LH","true","14","true","37","3"
"7x7-p72","7x7-seeded-random","seeded-random","23","6","35","LH","LM","true","14","true","38","3"
"7x7-p72","7x7-seeded-random","seeded-random","23","7","42","HH","MH","true","3","true","47","5"
"7x7-p72","7x7-seeded-random","seeded-random","24","1","3","LL","HH","false","0","true","7","4"
"7x7-p72","7x7-seeded-random","seeded-random","24","2","4","HH","HL","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","24","3","7","ML","HH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","24","4","30","LH","HH","true","19","true","32","2"
"7x7-p72","7x7-seeded-random","seeded-random","24","5","38","LH","HL","true","11","true","39","1"
"7x7-p72","7x7-seeded-random","seeded-random","25","1","11","LH","HL","true","3","true","15","4"
"7x7-p72","7x7-seeded-random","seeded-random","25","2","18","HL","HM","true","13","true","20","2"
"7x7-p72","7x7-seeded-random","seeded-random","25","3","19","HM","ML","true","15","true","22","3"
"7x7-p72","7x7-seeded-random","seeded-random","25","4","31","LL","ML","true","4","true","36","5"
"7x7-p72","7x7-seeded-random","seeded-random","25","5","32","ML","HL","true","5","true","33","1"
"7x7-p72","7x7-seeded-random","seeded-random","26","1","11","MH","HM","true","6","true","13","2"
"7x7-p72","7x7-seeded-random","seeded-random","26","2","12","HM","LM","true","3","true","17","5"
"7x7-p72","7x7-seeded-random","seeded-random","26","3","28","HM","MH","true","4","true","37","9"
"7x7-p72","7x7-seeded-random","seeded-random","26","4","31","HH","MH","true","3","true","36","5"
"7x7-p72","7x7-seeded-random","seeded-random","26","5","39","HL","HM","true","10","true","40","1"
"7x7-p72","7x7-seeded-random","seeded-random","26","6","42","HL","LL","true","7","true","43","1"
"7x7-p72","7x7-seeded-random","seeded-random","26","7","43","LL","HL","true","6","true","45","2"
"7x7-p72","7x7-seeded-random","seeded-random","28","1","11","MH","LM","true","5","true","12","1"
"7x7-p72","7x7-seeded-random","seeded-random","28","2","12","LM","MH","false","0","true","16","4"
"7x7-p72","7x7-seeded-random","seeded-random","28","3","15","HH","LH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","28","4","16","LH","HM","true","7","true","17","1"
"7x7-p72","7x7-seeded-random","seeded-random","28","5","17","HM","ML","true","28","true","19","2"
"7x7-p72","7x7-seeded-random","seeded-random","28","6","39","LH","HM","true","7","true","42","3"
"7x7-p72","7x7-seeded-random","seeded-random","28","7","44","MH","LL","true","5","true","45","1"
"7x7-p72","7x7-seeded-random","seeded-random","29","1","24","LH","HH","true","3","true","28","4"
"7x7-p72","7x7-seeded-random","seeded-random","29","2","27","LM","ML","true","3","true","38","11"
"7x7-p72","7x7-seeded-random","seeded-random","29","3","28","ML","HH","true","10","true","29","1"
"7x7-p72","7x7-seeded-random","seeded-random","29","4","32","MM","LH","true","17","true","33","1"
"7x7-p72","7x7-seeded-random","seeded-random","30","1","28","LM","ML","true","3","true","32","4"
"7x7-p72","7x7-seeded-random","seeded-random","30","2","29","ML","LH","true","5","true","30","1"
"7x7-p72","7x7-seeded-random","seeded-random","30","3","42","LM","HL","true","6","true","43","1"
"7x7-p72","7x7-seeded-random","seeded-random","30","4","46","LL","HL","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","30","5","47","HL","LL","true","2","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","31","1","13","LL","HL","true","3","true","20","7"
"7x7-p72","7x7-seeded-random","seeded-random","32","1","2","LL","HH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","32","2","3","HH","LH","true","3","true","21","18"
"7x7-p72","7x7-seeded-random","seeded-random","32","3","6","LM","LH","false","0","true","10","4"
"7x7-p72","7x7-seeded-random","seeded-random","32","4","9","LH","LL","true","18","true","11","2"
"7x7-p72","7x7-seeded-random","seeded-random","32","5","25","HH","HM","true","7","true","27","2"
"7x7-p72","7x7-seeded-random","seeded-random","32","6","26","HM","MM","true","7","true","28","2"
"7x7-p72","7x7-seeded-random","seeded-random","32","7","27","MM","HH","true","21","true","30","3"
"7x7-p72","7x7-seeded-random","seeded-random","32","8","31","MM","LM","true","17","true","32","1"
"7x7-p72","7x7-seeded-random","seeded-random","32","9","32","LM","MM","true","16","true","35","3"
"7x7-p72","7x7-seeded-random","seeded-random","32","10","33","MM","LH","true","15","true","34","1"
"7x7-p72","7x7-seeded-random","seeded-random","32","11","36","LL","ML","true","5","true","37","1"
"7x7-p72","7x7-seeded-random","seeded-random","32","12","39","MH","LM","true","3","true","43","4"
"7x7-p72","7x7-seeded-random","seeded-random","32","13","42","LM","MM","true","6","true","44","2"
"7x7-p72","7x7-seeded-random","seeded-random","33","1","15","MH","LL","false","0","true","17","2"
"7x7-p72","7x7-seeded-random","seeded-random","33","2","30","LM","LH","true","3","true","36","6"
"7x7-p72","7x7-seeded-random","seeded-random","33","3","41","LH","MM","true","7","true","44","3"
"7x7-p72","7x7-seeded-random","seeded-random","34","1","4","MM","HH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","34","2","5","HH","MM","true","6","true","7","2"
"7x7-p72","7x7-seeded-random","seeded-random","34","3","10","MH","LM","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","34","4","11","LM","HM","false","0","true","13","2"
"7x7-p72","7x7-seeded-random","seeded-random","34","5","22","MM","HH","true","27","true","23","1"
"7x7-p72","7x7-seeded-random","seeded-random","34","6","30","MM","HM","true","19","true","33","3"
"7x7-p72","7x7-seeded-random","seeded-random","34","7","31","HM","LH","true","5","true","32","1"
"7x7-p72","7x7-seeded-random","seeded-random","34","8","34","ML","LM","true","12","true","36","2"
"7x7-p72","7x7-seeded-random","seeded-random","34","9","35","LM","HH","true","7","true","38","3"
"7x7-p72","7x7-seeded-random","seeded-random","34","10","48","MM","HL","true","1","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","35","1","14","HL","ML","true","3","true","21","7"
"7x7-p72","7x7-seeded-random","seeded-random","35","2","15","ML","HH","true","5","true","16","1"
"7x7-p72","7x7-seeded-random","seeded-random","35","3","23","HM","LM","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","36","1","2","LH","LL","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","36","2","11","HL","HH","true","4","true","16","5"
"7x7-p72","7x7-seeded-random","seeded-random","36","3","25","LH","HH","true","8","true","27","2"
"7x7-p72","7x7-seeded-random","seeded-random","36","4","42","LM","LL","true","7","true","43","1"
"7x7-p72","7x7-seeded-random","seeded-random","37","1","2","HH","MH","true","9","true","3","1"
"7x7-p72","7x7-seeded-random","seeded-random","37","2","7","HM","HH","false","0","true","9","2"
"7x7-p72","7x7-seeded-random","seeded-random","37","3","11","ML","LL","true","7","true","12","1"
"7x7-p72","7x7-seeded-random","seeded-random","37","4","12","LL","ML","true","3","true","21","9"
"7x7-p72","7x7-seeded-random","seeded-random","38","1","5","LM","LH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","38","2","27","LL","LM","true","6","true","28","1"
"7x7-p72","7x7-seeded-random","seeded-random","38","3","34","LM","HL","true","13","true","35","1"
"7x7-p72","7x7-seeded-random","seeded-random","38","4","40","HM","LH","true","3","true","45","5"
"7x7-p72","7x7-seeded-random","seeded-random","38","5","41","LH","HH","true","3","true","48","7"
"7x7-p72","7x7-seeded-random","seeded-random","39","1","20","MH","HH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","39","2","47","ML","MM","true","2","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","40","1","40","MM","HM","true","3","true","47","7"
"7x7-p72","7x7-seeded-random","seeded-random","40","2","41","HM","LH","true","4","true","48","7"
"7x7-p72","7x7-seeded-random","seeded-random","41","1","8","HM","LM","true","30","true","9","1"
"7x7-p72","7x7-seeded-random","seeded-random","41","2","15","HM","LL","true","23","true","18","3"
"7x7-p72","7x7-seeded-random","seeded-random","41","3","16","LL","HL","true","21","true","17","1"
"7x7-p72","7x7-seeded-random","seeded-random","41","4","17","HL","LL","true","32","true","18","1"
"7x7-p72","7x7-seeded-random","seeded-random","41","5","20","MH","LH","true","3","true","25","5"
"7x7-p72","7x7-seeded-random","seeded-random","41","6","21","LH","LL","true","8","true","22","1"
"7x7-p72","7x7-seeded-random","seeded-random","41","7","45","HM","MH","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","41","8","46","MH","HL","true","3","true","48","2"
"7x7-p72","7x7-seeded-random","seeded-random","41","9","47","HL","MM","true","2","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","42","1","9","MM","LL","false","0","true","19","10"
"7x7-p72","7x7-seeded-random","seeded-random","42","2","10","LL","HH","true","21","true","12","2"
"7x7-p72","7x7-seeded-random","seeded-random","42","3","11","HH","HM","true","3","true","19","8"
"7x7-p72","7x7-seeded-random","seeded-random","42","4","12","HM","LH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","42","5","45","LM","HL","true","4","true","47","2"
"7x7-p72","7x7-seeded-random","seeded-random","43","1","2","HH","LH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","43","2","10","MH","HH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","43","3","43","HH","LM","true","6","true","44","1"
"7x7-p72","7x7-seeded-random","seeded-random","43","4","44","LM","HH","true","5","true","47","3"
"7x7-p72","7x7-seeded-random","seeded-random","43","5","45","HH","MH","true","4","true","46","1"
"7x7-p72","7x7-seeded-random","seeded-random","44","1","10","HH","LH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","44","2","24","LL","ML","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","44","3","25","ML","LL","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","44","4","35","ML","LM","true","8","true","36","1"
"7x7-p72","7x7-seeded-random","seeded-random","45","1","20","LL","HL","true","23","true","22","2"
"7x7-p72","7x7-seeded-random","seeded-random","45","2","46","LH","HH","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","46","1","10","LL","HM","true","7","true","11","1"
"7x7-p72","7x7-seeded-random","seeded-random","47","1","4","HH","LL","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","47","2","5","LL","ML","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","47","3","6","ML","MM","false","0","true","8","2"
"7x7-p72","7x7-seeded-random","seeded-random","47","4","11","LH","MH","true","5","true","12","1"
"7x7-p72","7x7-seeded-random","seeded-random","47","5","20","HM","LL","true","9","true","21","1"
"7x7-p72","7x7-seeded-random","seeded-random","48","1","32","HM","HH","true","10","true","33","1"
"7x7-p72","7x7-seeded-random","seeded-random","49","1","2","LM","MH","false","0","true","6","4"
"7x7-p72","7x7-seeded-random","seeded-random","49","2","3","MH","LH","true","3","true","10","7"
"7x7-p72","7x7-seeded-random","seeded-random","49","3","8","MM","LL","true","10","true","11","3"
"7x7-p72","7x7-seeded-random","seeded-random","49","4","9","LL","HH","false","0","true","11","2"
"7x7-p72","7x7-seeded-random","seeded-random","49","5","10","HH","ML","true","17","true","11","1"
"7x7-p72","7x7-seeded-random","seeded-random","49","6","13","ML","LM","true","7","true","14","1"
"7x7-p72","7x7-seeded-random","seeded-random","49","7","26","HM","ML","true","3","true","31","5"
"7x7-p72","7x7-seeded-random","seeded-random","51","1","22","LL","MH","true","5","true","23","1"
"7x7-p72","7x7-seeded-random","seeded-random","51","2","43","LM","LH","true","6","true","44","1"
"7x7-p72","7x7-seeded-random","seeded-random","52","1","40","LL","ML","true","3","true","47","7"
"7x7-p72","7x7-seeded-random","seeded-random","52","2","44","HM","HL","true","5","true","45","1"
"7x7-p72","7x7-seeded-random","seeded-random","53","1","18","LL","ML","false","0","true","24","6"
"7x7-p72","7x7-seeded-random","seeded-random","53","2","33","HM","MM","true","8","true","34","1"
"7x7-p72","7x7-seeded-random","seeded-random","53","3","42","LL","HH","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","53","4","44","HH","MM","true","5","true","46","2"
"7x7-p72","7x7-seeded-random","seeded-random","54","1","14","LM","LL","true","17","true","16","2"
"7x7-p72","7x7-seeded-random","seeded-random","54","2","30","HM","HH","true","6","true","32","2"
"7x7-p72","7x7-seeded-random","seeded-random","54","3","35","ML","HL","true","9","true","38","3"
"7x7-p72","7x7-seeded-random","seeded-random","56","1","13","MH","HH","true","5","true","14","1"
"7x7-p72","7x7-seeded-random","seeded-random","56","2","17","LH","MM","true","4","true","22","5"
"7x7-p72","7x7-seeded-random","seeded-random","56","3","18","MM","LL","true","13","true","20","2"
"7x7-p72","7x7-seeded-random","seeded-random","57","1","9","LL","LM","true","6","true","10","1"
"7x7-p72","7x7-seeded-random","seeded-random","57","2","19","LL","MM","true","15","true","21","2"
"7x7-p72","7x7-seeded-random","seeded-random","57","3","32","MH","HL","true","9","true","33","1"
"7x7-p72","7x7-seeded-random","seeded-random","57","4","44","LH","LM","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","58","1","8","MH","LH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","58","2","16","MH","HL","false","0","true","24","8"
"7x7-p72","7x7-seeded-random","seeded-random","58","3","37","ML","MH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","59","1","2","LL","HH","true","20","true","4","2"
"7x7-p72","7x7-seeded-random","seeded-random","59","2","46","HM","LH","true","3","true","48","2"
"7x7-p72","7x7-seeded-random","seeded-random","60","1","7","ML","MM","true","4","true","16","9"
"7x7-p72","7x7-seeded-random","seeded-random","60","2","8","MM","LH","true","37","true","10","2"
"7x7-p72","7x7-seeded-random","seeded-random","60","3","14","HL","LL","true","21","true","17","3"
"7x7-p72","7x7-seeded-random","seeded-random","61","1","20","HM","HL","true","9","true","21","1"
"7x7-p72","7x7-seeded-random","seeded-random","61","2","36","MH","HL","true","3","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","61","3","40","HL","MM","true","9","true","42","2"
"7x7-p72","7x7-seeded-random","seeded-random","61","4","48","HH","LL","true","1","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","62","1","3","LL","MM","true","3","true","9","6"
"7x7-p72","7x7-seeded-random","seeded-random","62","2","33","ML","MH","true","7","true","34","1"
"7x7-p72","7x7-seeded-random","seeded-random","62","3","41","MM","LL","true","8","true","43","2"
"7x7-p72","7x7-seeded-random","seeded-random","62","4","42","LL","HM","true","7","true","43","1"
"7x7-p72","7x7-seeded-random","seeded-random","63","1","25","HL","LH","true","5","true","26","1"
"7x7-p72","7x7-seeded-random","seeded-random","63","2","31","LL","MM","true","7","true","32","1"
"7x7-p72","7x7-seeded-random","seeded-random","63","3","32","MM","HL","true","9","true","35","3"
"7x7-p72","7x7-seeded-random","seeded-random","64","1","12","ML","LH","true","3","true","23","11"
"7x7-p72","7x7-seeded-random","seeded-random","64","2","13","LH","LL","true","3","true","17","4"
"7x7-p72","7x7-seeded-random","seeded-random","64","3","19","HM","MM","true","8","true","23","4"
"7x7-p72","7x7-seeded-random","seeded-random","64","4","20","MM","MH","true","6","true","22","2"
"7x7-p72","7x7-seeded-random","seeded-random","64","5","29","HM","LH","true","20","true","31","2"
"7x7-p72","7x7-seeded-random","seeded-random","64","6","38","ML","MH","true","3","true","43","5"
"7x7-p72","7x7-seeded-random","seeded-random","65","1","17","MM","MH","true","32","true","20","3"
"7x7-p72","7x7-seeded-random","seeded-random","65","2","36","LM","MM","true","3","true","42","6"
"7x7-p72","7x7-seeded-random","seeded-random","66","1","17","MH","LM","true","32","true","19","2"
"7x7-p72","7x7-seeded-random","seeded-random","67","1","14","LM","HH","true","6","true","15","1"
"7x7-p72","7x7-seeded-random","seeded-random","67","2","33","LL","HH","true","3","true","38","5"
"7x7-p72","7x7-seeded-random","seeded-random","68","1","16","LH","HL","true","3","true","27","11"
"7x7-p72","7x7-seeded-random","seeded-random","68","2","26","HH","LM","true","18","true","27","1"
"7x7-p72","7x7-seeded-random","seeded-random","68","3","30","HH","MM","true","14","true","31","1"
"7x7-p72","7x7-seeded-random","seeded-random","69","1","4","ML","LH","false","0","true","6","2"
"7x7-p72","7x7-seeded-random","seeded-random","69","2","5","LH","LM","true","7","true","8","3"
"7x7-p72","7x7-seeded-random","seeded-random","69","3","27","HM","MM","true","22","true","30","3"
"7x7-p72","7x7-seeded-random","seeded-random","69","4","29","MM","ML","true","7","true","31","2"
"7x7-p72","7x7-seeded-random","seeded-random","69","5","34","MH","LL","true","10","true","36","2"
"7x7-p72","7x7-seeded-random","seeded-random","69","6","39","HM","MH","true","10","true","40","1"
"7x7-p72","7x7-seeded-random","seeded-random","70","1","31","LL","HM","true","11","true","32","1"
"7x7-p72","7x7-seeded-random","seeded-random","70","2","45","LM","MH","true","4","true","48","3"
"7x7-p72","7x7-seeded-random","seeded-random","70","3","47","MH","HL","true","2","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","71","1","2","LH","HH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","71","2","12","LM","HH","true","17","true","15","3"
"7x7-p72","7x7-seeded-random","seeded-random","72","1","6","HL","LL","true","20","true","7","1"
"7x7-p72","7x7-seeded-random","seeded-random","72","2","12","LL","HH","true","8","true","13","1"
"7x7-p72","7x7-seeded-random","seeded-random","72","3","20","HH","MH","true","5","true","21","1"
"7x7-p72","7x7-seeded-random","seeded-random","72","4","42","LL","ML","true","3","true","46","4"
"7x7-p72","7x7-seeded-random","seeded-random","72","5","43","ML","LM","true","6","true","44","1"
"7x7-p72","7x7-seeded-random","seeded-random","72","6","44","LM","ML","true","4","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","72","7","45","ML","HH","true","4","true","48","3"
"7x7-p72","7x7-seeded-random","seeded-random","72","8","48","MM","LL","true","1","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","73","1","18","HH","HL","true","3","true","25","7"
"7x7-p72","7x7-seeded-random","seeded-random","73","2","44","MH","LM","true","3","true","48","4"
"7x7-p72","7x7-seeded-random","seeded-random","73","3","48","HL","MH","true","1","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","74","1","3","LL","MH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","74","2","4","MH","HH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","74","3","5","HH","ML","true","3","true","9","4"
"7x7-p72","7x7-seeded-random","seeded-random","74","4","15","HM","HH","true","5","true","16","1"
"7x7-p72","7x7-seeded-random","seeded-random","74","5","16","HH","HM","true","7","true","18","2"
"7x7-p72","7x7-seeded-random","seeded-random","74","6","33","HL","HM","true","16","true","34","1"
"7x7-p72","7x7-seeded-random","seeded-random","74","7","47","HM","ML","true","2","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","75","1","16","LM","LL","false","0","true","22","6"
"7x7-p72","7x7-seeded-random","seeded-random","75","2","17","LL","LH","true","28","true","18","1"
"7x7-p72","7x7-seeded-random","seeded-random","75","3","18","LH","LL","true","7","true","21","3"
"7x7-p72","7x7-seeded-random","seeded-random","75","4","21","MH","HL","true","3","true","26","5"
"7x7-p72","7x7-seeded-random","seeded-random","75","5","24","LM","HH","true","8","true","28","4"
"7x7-p72","7x7-seeded-random","seeded-random","75","6","25","HH","HL","true","3","true","34","9"
"7x7-p72","7x7-seeded-random","seeded-random","76","1","17","ML","LL","true","6","true","19","2"
"7x7-p72","7x7-seeded-random","seeded-random","77","1","4","HL","MH","false","0","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","77","2","12","MH","HH","true","7","true","13","1"
"7x7-p72","7x7-seeded-random","seeded-random","77","3","22","MH","HH","true","15","true","23","1"
"7x7-p72","7x7-seeded-random","seeded-random","78","1","47","LL","MH","true","2","false","",""
"7x7-p72","7x7-seeded-random","seeded-random","79","1","20","HL","MM","true","9","true","21","1"
"7x7-p72","7x7-seeded-random","seeded-random","79","2","38","ML","MM","true","6","true","40","2"
